ORSPL,PLANT_NAME,PRIME_MOVER,UNIT_SIZE,FUEL_TYPE,rggi,Low_Income,FIRST_YEAR_OF_OPERATION,MAJ_FUEL_1995,MAJ_FUEL_1996,MAJ_FUEL_1997,MAJ_FUEL_1998,MAJ_FUEL_1999,MAJ_FUEL_2000,MAJ_FUEL_2001,MAJ_FUEL_2002,MAJ_FUEL_2003,MAJ_FUEL_2004,MAJ_FUEL_2005,MAJ_FUEL_2006,MAJ_FUEL_2007,MAJ_FUEL_2008,MAJ_FUEL_2009,MAJ_FUEL_2010,MAJ_FUEL_2011,MAJ_FUEL_2012,MAJ_FUEL_2013,MAJ_FUEL_2014,MAJ_FUEL_2015,MAJ_FUEL_2016
52122,Wasson CO2 Removal Plant,GT,<25,Natural Gas,0,0,1988,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
55065,Mustang Station,CC,>=25,Natural Gas,0,0,1999,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
56326,Mustang Station Unit 4,GT,>=25,Natural Gas,0,0,2006,,,,,,,,,,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
52127,Elk Basin Gasoline Plant,ST,<25,Natural Gas,0,0,1948,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52130,Whiting Refinery,ST,<25,Natural Gas,0,1,1928,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52130,Whiting Refinery,ST,>=25,Natural Gas,0,1,1928,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
55259,Whiting Clean Energy,CC,>=25,Natural Gas,0,1,2002,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
52147,C P Kelco San Diego Plant,GT,<25,Natural Gas,0,1,1983,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52148,Elkton,IC,<25,Oil,0,1,1982,,,,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
52148,Elkton,ST,<25,Natural Gas,0,1,1982,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
58057,MillerCoors Shenandoah Brewery,GT,<25,-,0,1,2012,,,,,,,,,,,,,,,,,,,,,,
52149,West Point (PA),GT,>=25,Natural Gas,0,0,1972,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
52149,West Point (PA),IC,<25,Natural Gas,0,0,1972,,,,,,,,,Oil,Oil,Oil,Natural Gas,Oil,Oil,Oil,Oil,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,
52149,West Point (PA),ST,<25,Natural Gas,0,0,1972,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,
52152,International Paper Franklin Mill,GT,>=25,Natural Gas,0,1,1937,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,,,,
52152,International Paper Franklin Mill,ST,<25,Biomass,0,1,1937,,,,,Coal,Coal,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,,Biomass,Biomass,Biomass,Biomass,Biomass
52152,International Paper Franklin Mill,ST,>=25,Biomass,0,1,1937,,,,,Coal,Coal,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,,Biomass,Biomass,Biomass,Biomass,Biomass
52188,Ponca City Refinery,ST,<25,Natural Gas,0,0,1947,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,,
54015,MM West Covina,GT,<25,-,0,0,1993,,,,,,,,,,,,,,,,,,,,,,
54015,MM West Covina,ST,<25,-,0,0,1993,,,,,,,,,,,,,,,,,,,,,,
54034,Rensselaer Cogen,CC,>=25,Natural Gas,1,1,1994,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
56259,Empire Generating Co  LLC,CC,>=25,Natural Gas,1,1,2010,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
54035,Roanoke Valley Energy Facility I,ST,>=25,Coal,0,1,1994,,,,,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
54755,Roanoke Valley Energy Facility II,ST,>=25,Coal,0,1,1995,,,,,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
54041,Lockport Energy Associates LP,CC,>=25,Natural Gas,1,0,1992,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
54044,University of Illinois Cogen Facility,GT,<25,Natural Gas,0,1,1993,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
54044,University of Illinois Cogen Facility,IC,<25,Natural Gas,0,1,1993,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
54045,Wythe Park Power Petersburg Plant,IC,<25,Oil,0,1,1989,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,,,
54047,Wythe Park Power 3 Richmond Plant,IC,<25,Oil,0,1,1991,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,,,,,
54056,Pawtucket Power Associates,CC,>=25,Natural Gas,1,0,1990,,,,,Natural Gas,Natural Gas,,,Oil,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54076,Indeck Olean Energy Center,CC,>=25,Natural Gas,1,1,1994,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54081,Spruance Genco LLC,ST,>=25,Coal,0,1,1992,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
54085,Androscoggin Mill,ST,>=25,Biomass,1,0,1964,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
55031,Androscoggin Energy Center,GT,>=25,Natural Gas,1,0,1999,,,,,,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54098,Kaukauna Paper Mill,ST,<25,Biomass,0,1,1951,,,,,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
54101,Georgia-Pacific Cedar Springs,ST,>=25,Biomass,0,1,1963,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Coal,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
54104,Ashdown,ST,<25,Biomass,0,0,1968,,,,,Biomass,Biomass,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
54104,Ashdown,ST,>=25,Biomass,0,0,1968,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
54114,Kennedy International Airport Cogen,CC,<25,Natural Gas,1,0,1994,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54114,Kennedy International Airport Cogen,CC,>=25,Natural Gas,1,0,1994,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54131,Fortistar North Tonawanda,CC,<25,Natural Gas,1,0,1993,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54131,Fortistar North Tonawanda,CC,>=25,Natural Gas,1,0,1993,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54144,Piney Creek Project,ST,>=25,Coal,0,1,1992,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,,,
54201,Iowa State University,ST,<25,Coal,0,1,1949,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
54203,Mississippi Baptist Medical Center,GT,<25,Natural Gas,0,1,1991,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54210,American Crystal Sugar Hillsboro,ST,<25,Coal,0,0,1990,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
54211,American Crystal Sugar Moorhead,ST,<25,Coal,0,0,1948,,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
54212,American Crystal Sugar Crookston,ST,<25,Coal,0,0,1954,,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,,Coal,
54213,American Crystal Sugar Drayton,ST,<25,Coal,0,0,1965,,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,,Coal,,Coal,
54214,American Crystal Sugar East Grand Forks,ST,<25,Coal,0,1,1990,,,,,,,,,,Coal,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
54216,U S Alliance Coosa Pines,ST,<25,Biomass,0,1,1942,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,
54221,Blanco Compressor Station,ST,<25,Natural Gas,0,0,1956,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,,,
54224,Franklin Heating Station,IC,<25,Oil,0,1,1951,,,,,,,,,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
54224,Franklin Heating Station,ST,<25,Natural Gas,0,1,1951,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54228,Erving Paper Mills,GT,<25,Natural Gas,1,0,1988,,,,,,,,,,,,,,,,,,,,,Natural Gas,
54228,Erving Paper Mills,ST,<25,Natural Gas,1,0,1988,,,,,,,,,Oil,Oil,,Oil,Oil,Oil,Oil,Oil,,,,,Natural Gas,
54235,Rittman Paperboard,ST,<25,Coal,0,1,1928,,,,,,,,,,,Coal,Coal,,,,,,,,,,
54335,Morton Salt Rittman,ST,<25,Coal,0,1,1978,,,,,,,,,,Coal,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
54236,Pfizer Groton Plant,GT,<25,Natural Gas,1,0,1948,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54236,Pfizer Groton Plant,ST,<25,Natural Gas,1,0,1948,,,,,,,,,Oil,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54239,Naval Submarine Base Kings Bay,IC,<25,Oil,0,1,1984,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
54240,Louisiana Tech University Power Plant,GT,<25,Natural Gas,0,1,1963,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54240,Louisiana Tech University Power Plant,ST,<25,Natural Gas,0,1,1963,,,,,,,,,Natural Gas,Natural Gas,,,,,,,,,,,,
54250,Newman (PA),ST,<25,Natural Gas,0,1,1964,,,,,,,,,Oil,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54262,Saint Marys Hospital Power Plant,CC,<25,Natural Gas,0,0,1971,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54262,Saint Marys Hospital Power Plant,IC,<25,Oil,0,0,1971,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,Oil,Oil,Oil,Oil,
58617,Water Reclamation Plant,IC,<25,Natural Gas,0,0,2003,,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,
54265,Akron Recycle Energy Plant,ST,<25,Biomass,0,1,1979,,,,,,,,,,Biomass,Biomass,,,,,,,,,,,
54268,March Point Cogeneration,CC,>=25,Natural Gas,0,0,1991,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas
54268,March Point Cogeneration,GT,>=25,Natural Gas,0,0,1991,,,,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas
54276,Univ of NC Chapel Hill Cogen Facility,IC,<25,-,0,1,1991,,,,,,,,,,,,,,,,,,,,,,
54276,Univ of NC Chapel Hill Cogen Facility,ST,>=25,Coal,0,1,1991,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
54281,Interstate Paper LLC Riceboro,ST,<25,Biomass,0,1,1968,,,,,,,,,,Biomass,,Biomass,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,
54286,Rolls Royce,GT,<25,Natural Gas,0,1,1963,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,
54286,Rolls Royce,ST,<25,Natural Gas,0,1,1963,,,,,,,,,Natural Gas,,,,,,,,,,,,,
54291,Sherwin Alumina,ST,<25,-,0,0,1953,,,,,,,,,,,,,,,,,,,,,,
55086,Gregory Power Facility,CC,>=25,Natural Gas,0,0,2000,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
55313,Ingleside Cogeneration,CC,>=25,Natural Gas,0,0,1999,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
54294,West Group Data Center,IC,<25,Oil,0,0,1990,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
55133,Thomson Reuters Campus Bldg A-D,IC,<25,Oil,0,0,1990,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
56247,West Group Data Center F,IC,<25,Oil,0,0,2004,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
57207,Thomson Reuters Data Center Bldg ES101,IC,<25,Oil,0,0,2009,,,,,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
57208,Thomson Reuters Data Center Bldg H,IC,<25,Oil,0,0,2007,,,,,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
54296,Biola University,IC,<25,Natural Gas,0,0,1990,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54310,Galesburg,IC,<25,-,0,0,1992,,,,,,,,,,,,,,,,,,,,,,
54318,General Chemical,ST,<25,Coal,0,1,1968,,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
57915,Tronox,ST,<25,Coal,0,1,1953,,,,,,,,,,,,,,,,,Coal,Coal,Coal,Coal,Coal,
54323,CNN Center,IC,<25,Oil,0,1,1986,,,,,,,,,,Oil,Oil,Oil,,,Oil,Oil,Oil,,Oil,Oil,Oil,
54327,Toyon Power Station,IC,<25,Natural Gas,0,0,1986,,,,,,,,,Natural Gas,,,,Natural Gas,,,,,,,,,
54330,Westhollow Technology Center,GT,<25,Natural Gas,0,1,1988,,,,,,,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54333,Bucknell University,CC,<25,Natural Gas,0,0,1991,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54338,Rio Grande Valley Sugar Growers,IC,<25,Oil,0,1,1973,,,,,,,,,,,,,,,,,,Oil,Oil,Oil,Oil,
54338,Rio Grande Valley Sugar Growers,ST,<25,Biomass,0,1,1973,,,,,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,
54349,Nevada Cogen Associates 2 Black Mountain,CC,<25,Natural Gas,0,0,1992,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54349,Nevada Cogen Associates 2 Black Mountain,CC,>=25,Natural Gas,0,0,1992,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54358,International Paper Augusta Mill,ST,<25,Biomass,0,1,1960,,,,,Biomass,Coal,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
54358,International Paper Augusta Mill,ST,>=25,Biomass,0,1,1960,,,,,Biomass,Coal,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
54360,PPG Industries Works 14,IC,<25,Oil,0,0,1980,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,Oil,,
54363,PPG Industries Shelby NC Works,IC,<25,Oil,0,1,1972,,,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,,
54364,PPG Industries Works 4,IC,<25,Oil,0,0,1974,,,,,,,,,,Oil,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
54365,Orange Cogeneration Facility,CC,>=25,Natural Gas,0,1,1995,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54372,University of Colorado,CC,<25,Natural Gas,0,1,1992,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54373,Southbridge Energy Center LLC,IC,<25,Natural Gas,1,0,1938,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,
54373,Southbridge Energy Center LLC,ST,<25,-,1,0,1938,,,,,,,,,,,,,,,,,,,,,,
54374,Sinclair Oil Refinery,IC,<25,Natural Gas,0,1,1925,,,,,,,,,Oil,Oil,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,
54374,Sinclair Oil Refinery,ST,<25,Natural Gas,0,1,1925,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54392,BJ Gas Recovery,IC,<25,-,0,1,1993,,,,,,,,,,,,,,,,,,,,,,
54407,Waupun Correctional Central Heating Plt,IC,<25,-,0,1,1951,,,,,,,,,,,,,,,,,,,,,,
54407,Waupun Correctional Central Heating Plt,ST,<25,Natural Gas,0,1,1951,,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Natural Gas,Natural Gas,
54408,UW Madison Charter Street Plant,IC,<25,-,0,1,1965,,,,,,,,,,,,,,,,,,,,,,
54408,UW Madison Charter Street Plant,ST,<25,Natural Gas,0,1,1965,,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Natural Gas,Natural Gas,Natural Gas,,
54414,John Deere Dubuque Works,IC,<25,Oil,0,1,1949,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
54414,John Deere Dubuque Works,ST,<25,Coal,0,1,1949,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,,,,,,
54415,Cadillac Renewable Energy,ST,>=25,Biomass,0,0,1993,,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
54424,Quantum Pasco Power LP,CC,>=25,Natural Gas,0,0,1993,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54424,Quantum Pasco Power LP,IC,<25,Oil,0,0,1993,,,,,,,,,,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
54427,Gaylord Container Bogalusa,ST,>=25,Biomass,0,1,1979,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
54458,Benedum Plant,IC,<25,Natural Gas,0,0,1996,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,,
54459,Midkiff Plant,IC,<25,Natural Gas,0,0,1990,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,
54464,Riverwood International Macon Mill,ST,<25,Biomass,0,1,1948,,,,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Natural Gas,Natural Gas,,,Biomass,Biomass,Biomass,Biomass
54464,Riverwood International Macon Mill,ST,>=25,Biomass,0,1,1948,,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Natural Gas,Natural Gas,,,Biomass,Biomass,Biomass,Biomass
54566,YKK USA Chestney,IC,<25,Oil,0,1,1992,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,,,,,
54466,Orlando Cogen LP,CC,>=25,Natural Gas,0,1,1993,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
54466,Orlando Cogen LP,GT,>=25,Natural Gas,0,1,1993,,,,,Natural Gas,Natural Gas,,,Natural Gas,,,,,,,,,,,,,
54468,Mt Lassen Power,ST,<25,Biomass,0,1,1985,,,,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,,,,,
54469,Pacific Oroville Power Inc,ST,<25,Biomass,0,1,1985,,,,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,,,,
54477,Oroville Cogeneration LP,IC,<25,Natural Gas,0,1,1990,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,
54472,Simplot Phosphates,ST,<25,Natural Gas,0,0,1986,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
