ORSPL,PLANT_NAME,PRIME_MOVER,UNIT_SIZE,FUEL_TYPE,rggi,Low_Income,FIRST_YEAR_OF_OPERATION,MAJ_FUEL_1995,MAJ_FUEL_1996,MAJ_FUEL_1997,MAJ_FUEL_1998,MAJ_FUEL_1999,MAJ_FUEL_2000,MAJ_FUEL_2001,MAJ_FUEL_2002,MAJ_FUEL_2003,MAJ_FUEL_2004,MAJ_FUEL_2005,MAJ_FUEL_2006,MAJ_FUEL_2007,MAJ_FUEL_2008,MAJ_FUEL_2009,MAJ_FUEL_2010,MAJ_FUEL_2011,MAJ_FUEL_2012,MAJ_FUEL_2013,MAJ_FUEL_2014,MAJ_FUEL_2015,MAJ_FUEL_2016
301,El Cajon,GT,<25,Natural Gas,0,0,1968,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
55512,Cuyamaca Peak Energy Plant,GT,>=25,Natural Gas,0,0,2002,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
57001,El Cajon Energy Center,GT,>=25,Natural Gas,0,0,2010,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
302,Encina,CC,<25,-,0,0,1954,,,,,,,,,,,,,,,,,,,,,,
302,Encina,GT,<25,Natural Gas,0,0,1954,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
302,Encina,ST,>=25,Natural Gas,0,0,1954,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
10026,Encina Water Pollution Control,IC,<25,Natural Gas,0,0,1984,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,
303,Kearny,GT,<25,Natural Gas,0,0,1969,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
303,Kearny,GT,>=25,Natural Gas,0,0,1969,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
10720,Kyocera America Project,IC,<25,Natural Gas,0,0,1989,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
305,Miramar,GT,>=25,Natural Gas,0,0,1972,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
55602,MM San Diego-North City,IC,<25,Natural Gas,0,0,1999,,,,,,,,,,,,,,,,,,,,,Natural Gas,
56232,Miramar Energy Facility,GT,>=25,Natural Gas,0,0,2005,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
60571,North City Cogeneration Facility,IC,<25,-,0,0,2013,,,,,,,,,,,,,,,,,,,,,,
307,North Island,GT,<25,Oil,0,1,1972,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,Oil,,,,,,,,,,,,,,,,
10812,North Island Energy Facility,CC,<25,Natural Gas,0,1,1989,,,,,,,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
10812,North Island Energy Facility,CC,>=25,Natural Gas,0,1,1989,,,,,,,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
309,Silver Gate,ST,>=25,-,0,1,1943,,,,,,,,,,,,,,,,,,,,,,
312,Refuse & Coal,ST,>=25,-,0,0,1983,,,,,,,,,,,,,,,,,,,,,,
56863,Model Gas Power Station,IC,<25,-,0,0,2001,,,,,,,,,,,,,,,,,,,,,,
315,AES Alamitos LLC,GT,>=25,Natural Gas,0,0,1956,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,,,,,,,,,,,,,
315,AES Alamitos LLC,ST,>=25,Natural Gas,0,0,1956,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
400,Haynes,CC,>=25,Natural Gas,0,0,1962,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
400,Haynes,GT,>=25,Natural Gas,0,0,1962,,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas
400,Haynes,ST,>=25,Natural Gas,0,0,1962,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
329,Coolwater,CC,>=25,Natural Gas,0,1,1961,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,
329,Coolwater,ST,>=25,Natural Gas,0,1,1961,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,
330,El Segundo Power,ST,>=25,Natural Gas,0,0,1955,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
10213,El Segundo Cogen,CC,<25,Natural Gas,0,0,1975,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,
10213,El Segundo Cogen,CC,>=25,Natural Gas,0,0,1975,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,
57901,El Segundo Energy Center LLC,CC,>=25,Natural Gas,0,0,2013,,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas
331,Etiwanda Generating Station,GT,>=25,Natural Gas,0,1,1953,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,,,,,,,,,,,,,
331,Etiwanda Generating Station,ST,>=25,Natural Gas,0,1,1953,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
56472,Grapeland Peaker,GT,>=25,Natural Gas,0,1,2007,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
335,AES Huntington Beach LLC,GT,>=25,Natural Gas,0,0,1958,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,,,,,,,,
335,AES Huntington Beach LLC,ST,>=25,Natural Gas,0,0,1958,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
341,Long Beach Generation LLC,CC,>=25,Natural Gas,0,1,1976,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,,,,,,,,,,,,
341,Long Beach Generation LLC,GT,>=25,Natural Gas,0,1,1976,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
341,Long Beach Generation LLC,ST,>=25,-,0,1,1976,,,,,,,,,,,,,,,,,,,,,,
50837,Southeast Resource Recovery,ST,>=25,Natural Gas,0,1,1988,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
56051,THUMS,GT,>=25,Natural Gas,0,1,2003,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
345,Mandalay,GT,>=25,Natural Gas,0,0,1959,Oil,Oil,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
345,Mandalay,ST,>=25,Natural Gas,0,0,1959,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
56471,McGrath Peaker,GT,>=25,Natural Gas,0,0,2012,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
350,Ormond Beach,ST,>=25,Natural Gas,0,1,1971,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
50224,Oxnard Wastewater Treatment Plant,IC,<25,Natural Gas,0,1,1981,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
57585,Oxnard Paper Mill,GT,>=25,Natural Gas,0,1,1986,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
356,AES Redondo Beach LLC,ST,>=25,Natural Gas,0,0,1954,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
358,Mountainview Generating Station,CC,>=25,Natural Gas,0,0,1957,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
358,Mountainview Generating Station,ST,>=25,Natural Gas,0,0,1957,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,,,,,,,,,,,
375,Magnolia,CC,<25,-,0,0,1949,,,,,,,,,,,,,,,,,,,,,,
375,Magnolia,GT,<25,Natural Gas,0,0,1949,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,,,,,,,,,,,,,
375,Magnolia,ST,<25,Natural Gas,0,0,1949,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,,,,,,,,,,,
375,Magnolia,ST,>=25,Natural Gas,0,0,1949,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,,,,,,,,,,,
6013,Olive,GT,<25,-,0,0,1959,,,,,,,,,,,,,,,,,,,,,,
6013,Olive,GT,>=25,-,0,0,1959,,,,,,,,,,,,,,,,,,,,,,
6013,Olive,ST,>=25,Natural Gas,0,0,1959,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,
7987,Lake One,GT,>=25,Natural Gas,0,0,2002,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
56046,Magnolia Power Project,CC,>=25,Natural Gas,0,0,2005,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
377,Grayson,CC,<25,Natural Gas,0,1,1953,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
377,Grayson,CC,>=25,Natural Gas,0,1,1953,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
377,Grayson,GT,<25,Natural Gas,0,1,1953,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
377,Grayson,GT,>=25,Natural Gas,0,1,1953,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
377,Grayson,ST,<25,Natural Gas,0,1,1953,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
377,Grayson,ST,>=25,Natural Gas,0,1,1953,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
383,Brawley,GT,<25,Oil,0,1,1962,,Oil,,,,Oil,,,Oil,,Oil,Oil,,,,,,,,,,
384,Joliet 29,ST,>=25,Coal,0,1,1965,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
389,El Centro,CC,>=25,Natural Gas,0,1,1952,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
389,El Centro,ST,>=25,Natural Gas,0,1,1952,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
399,Harbor,CC,>=25,Natural Gas,0,1,1949,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
399,Harbor,GT,<25,Natural Gas,0,1,1949,Natural Gas,Oil,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
399,Harbor,GT,>=25,Natural Gas,0,1,1949,Natural Gas,Oil,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
404,Scattergood,CC,>=25,Natural Gas,0,0,1958,,,,,,,,,,,,,,,,,,,,,,Natural Gas
404,Scattergood,GT,>=25,Natural Gas,0,0,1958,,,,,,,,,,,,,,,,,,,,,,Natural Gas
404,Scattergood,ST,>=25,Natural Gas,0,0,1958,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
10048,Central Utilities Plant LAX,GT,<25,Natural Gas,0,0,1985,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,
58258,Central Utilities Plant LAX 2,GT,<25,Natural Gas,0,0,2015,,,,,,,,,,,,,,,,,,,,,Natural Gas,
406,Tok,IC,<25,Oil,0,1,1985,Oil,Oil,Oil,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7169,Northway,IC,<25,Oil,0,1,1980,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
408,Valley (CA),CC,>=25,Natural Gas,0,1,1954,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
408,Valley (CA),GT,>=25,Natural Gas,0,1,1954,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
408,Valley (CA),ST,>=25,Natural Gas,0,1,1954,Natural Gas,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,,,,,,,,,,,,
56533,Bradley Gas Recovery,IC,<25,-,0,1,2004,,,,,,,,,,,,,,,,,,,,,,
420,Broadway (CA),ST,>=25,Natural Gas,0,0,1955,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
422,Glenarm,GT,>=25,Natural Gas,0,0,1976,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
421,Craig (AK),IC,<25,Oil,0,0,1983,Oil,Oil,Oil,,,,,,Oil,Oil,,Oil,,Oil,Oil,,Oil,Oil,Oil,Oil,Oil,
7466,Klawock,IC,<25,Oil,0,0,1955,,,,,,,,,Oil,,,,,,,,,,,,,
56146,False Island,IC,<25,Oil,0,0,1983,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
56147,Viking,IC,<25,Oil,0,0,2003,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,,,,
423,Hydaburg,IC,<25,Oil,0,1,1983,Oil,Oil,Oil,,,,,,Oil,Oil,Oil,,,Oil,,,Oil,Oil,Oil,Oil,,
7414,Thorne Bay Plant,IC,<25,Oil,0,1,1993,,,,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,,Oil,
7464,Kake,IC,<25,Oil,0,1,1984,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
460,Pueblo,IC,<25,Oil,0,1,1949,,,Oil,Oil,Oil,Oil,,,Oil,Oil,Oil,Oil,Oil,,,,,,,,,
460,Pueblo,ST,<25,Natural Gas,0,1,1949,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,
462,W N Clark,ST,<25,Coal,0,0,1955,Coal,Coal,Coal,Coal,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,,,,
462,W N Clark,ST,>=25,Coal,0,0,1955,Coal,Coal,Coal,Coal,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,,,,
464,Alamosa,GT,<25,Natural Gas,0,1,1973,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
464,Alamosa,GT,>=25,Natural Gas,0,1,1973,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
465,Arapahoe,ST,>=25,Coal,0,1,1950,Coal,Coal,Coal,Coal,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,,,
55200,Arapahoe Combustion Turbine Project,CC,>=25,Natural Gas,0,1,2000,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
55200,Arapahoe Combustion Turbine Project,GT,>=25,Natural Gas,0,1,2000,,,,,,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,,,
55200,Arapahoe Combustion Turbine Project,ST,>=25,-,0,1,2000,,,,,,,,,,,,,,,,,,,,,,
468,Cameo,ST,<25,Coal,0,1,1957,Coal,Coal,Coal,Coal,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,,,,,,
468,Cameo,ST,>=25,Coal,0,1,1957,Coal,Coal,Coal,Coal,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,,,,,,
469,Cherokee,CC,>=25,Natural Gas,0,1,1957,,,,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas
469,Cherokee,IC,<25,-,0,1,1957,,,,,,,,,,,,,,,,,,,,,,
469,Cherokee,ST,>=25,Coal,0,1,1957,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
470,Comanche (CO),ST,>=25,Coal,0,1,1973,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
471,Fruita,GT,<25,Natural Gas,0,0,1973,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
471,Fruita,GT,>=25,Natural Gas,0,0,1973,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
477,Valmont,GT,>=25,Natural Gas,0,1,1964,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
477,Valmont,ST,>=25,Coal,0,1,1964,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
55207,Valmont Combustion Turbine Project,GT,>=25,Natural Gas,0,1,2000,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,
478,Zuni,ST,>=25,Natural Gas,0,1,1948,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,
490,Burlington City of,IC,<25,-,0,1,1951,,,,,,,,,,,,,,,,,,,,,,
6619,Burlington (CO),GT,>=25,Oil,0,1,1977,Oil,Oil,Oil,Oil,Oil,Oil,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
491,Center,IC,<25,-,0,1,1959,,,,,,,,,,,,,,,,,,,,,,
